,ProdTaken,Age,CityTier,Gender,NumberOfFollowups,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisited,MonthlyIncome,NumberofAdultVisited,TypeofContact_Company Invited,TypeofContact_Self Enquiry,Occupation_Large Business,Occupation_Salaried,Occupation_Small Business,ProductPitched_Basic,ProductPitched_Deluxe,ProductPitched_King,ProductPitched_Standard,ProductPitched_Super Deluxe,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Unmarried,Designation_AVP,Designation_Executive,Designation_Manager,Designation_Senior Manager,Designation_VP
2398,1,44.0,3,1,3.0,3.0,4.0,0,3,1,1.0,22978.0,2.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2399,1,37.0,3,0,3.0,4.0,6.0,0,3,1,0.0,22643.15762925599,2.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2400,1,51.0,3,0,4.0,4.0,1.0,1,5,1,1.0,17838.0,1.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2401,1,30.0,1,1,3.0,5.0,3.0,1,3,0,1.0,19695.0,1.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2402,1,29.0,1,1,4.0,5.0,1.0,0,4,1,1.0,18339.0,1.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2403,1,28.0,1,1,4.0,5.0,7.0,0,3,1,1.0,17080.0,2.0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2404,1,25.0,1,1,3.0,5.0,4.0,0,1,1,0.0,17096.0,2.0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2405,1,32.0,1,0,3.0,3.0,2.0,0,4,1,0.0,21209.0,2.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2406,1,45.0,3,1,4.0,5.0,2.0,0,4,1,2.0,33061.0,1.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2407,1,39.0,1,0,3.0,5.0,2.0,1,1,1,0.0,32123.0,3.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2408,1,58.0,1,0,4.0,3.0,1.0,0,5,0,0.0,17372.0,3.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2409,1,32.0,1,1,3.0,4.0,5.0,0,4,1,1.0,19883.0,1.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2410,1,33.0,1,1,3.0,4.0,2.0,1,1,0,0.0,19939.92250712251,2.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2411,1,30.0,3,0,3.0,3.0,2.0,1,5,1,1.0,19627.0,2.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2412,1,36.0,3,1,4.0,5.0,1.0,0,5,0,0.0,22094.0,2.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2413,1,37.0,3,1,5.0,3.0,7.0,1,1,0,1.0,18423.0,1.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2414,1,28.0,1,1,3.0,5.0,4.0,1,3,0,2.0,21674.0,1.0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2415,1,50.0,3,1,3.0,3.0,4.0,1,3,1,1.0,31880.0,1.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2416,1,40.0,1,1,4.0,3.0,2.0,1,4,1,2.0,24094.0,1.0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2417,1,52.0,3,0,3.0,3.0,3.0,1,4,1,2.0,23446.0,1.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2418,1,30.0,1,1,3.0,4.0,2.0,0,3,0,0.0,26916.0,3.0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2419,1,39.0,3,1,3.0,3.0,2.0,1,1,1,2.0,19534.0,1.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2420,1,31.0,2,1,5.0,3.0,2.0,0,1,0,1.0,24852.0,1.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2421,1,41.0,3,1,5.0,3.0,1.0,0,5,1,1.0,21151.0,1.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
2422,1,31.0,3,1,4.0,5.0,6.0,1,1,1,0.0,17302.0,3.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2423,1,44.0,3,1,5.0,4.0,7.0,0,3,0,1.0,17362.0,1.0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2424,1,42.0,2,0,4.0,3.0,7.0,0,5,1,1.0,32861.0,2.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2425,1,55.0,3,0,5.0,4.0,2.0,0,1,1,1.0,34187.0,1.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2427,1,40.0,3,1,3.0,3.0,3.0,0,5,0,1.0,18544.0,2.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2428,1,34.0,1,1,4.0,3.0,1.0,1,5,1,1.0,23500.0,1.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2429,1,40.0,3,1,3.0,4.0,2.0,0,5,0,0.0,19661.0,2.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2430,1,33.0,1,0,3.0,5.0,2.0,1,3,0,2.0,19939.92250712251,1.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2431,1,35.0,1,1,3.0,4.0,2.0,1,3,1,0.0,19939.92250712251,3.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2432,1,51.0,3,1,3.0,3.0,2.0,1,5,1,1.0,29026.0,1.0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2433,1,38.0,1,1,3.0,5.0,5.0,0,3,0,2.0,21893.0,1.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2434,1,34.0,1,1,3.0,5.0,2.0,0,4,0,0.0,21125.0,2.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2435,1,33.0,2,0,3.0,4.0,1.0,1,3,0,1.0,18669.0,2.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2436,1,58.0,1,0,3.0,4.0,5.0,0,3,1,1.0,25008.0,2.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2437,1,40.0,2,1,1.0,5.0,1.0,0,1,1,1.0,17387.0,1.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2438,1,36.0,2,1,4.0,5.0,5.0,1,5,1,1.0,19639.0,1.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2439,1,48.0,3,1,4.0,4.0,1.0,1,1,1,0.0,22898.0,2.0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2440,1,27.0,1,1,4.0,3.0,2.0,1,3,1,1.0,17534.0,2.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2441,1,51.0,3,0,3.0,4.0,6.0,0,1,1,2.0,28142.0,1.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2442,1,18.0,3,1,3.0,3.0,2.0,0,5,0,1.0,16611.0,1.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2443,1,35.0,1,1,3.0,4.0,2.0,1,3,1,1.0,20363.0,2.0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2444,1,42.0,3,0,4.0,3.0,2.0,1,2,1,1.0,24671.0,3.0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2445,0,50.0,1,1,5.0,4.0,3.0,0,3,1,3.0,23808.0,1.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2447,0,34.0,1,0,4.0,3.0,3.0,1,5,1,2.0,21587.0,1.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2448,0,28.0,1,1,4.0,4.0,2.0,0,5,1,1.0,22146.0,2.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2449,0,33.0,1,1,4.0,3.0,2.0,0,5,1,2.0,21746.0,2.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2450,0,60.0,1,0,3.0,5.0,6.0,1,2,1,2.0,21348.0,1.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2451,0,31.0,1,1,4.0,3.0,3.0,0,2,0,2.0,21371.0,2.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2452,0,39.0,1,1,5.0,3.0,2.0,0,3,0,1.0,28204.0,2.0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2453,0,37.0,1,1,4.0,3.0,8.0,0,3,1,1.0,23915.0,3.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2454,0,36.0,1,1,3.0,4.0,2.0,0,3,1,2.0,21104.0,1.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2455,0,30.0,1,0,5.0,3.0,2.0,1,3,0,1.0,22871.0,2.0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2456,0,32.0,1,1,4.0,3.0,3.0,0,3,0,2.0,21589.0,1.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2457,0,35.0,1,1,4.0,3.0,2.0,0,3,0,3.0,21339.0,1.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2458,1,29.0,1,1,5.0,3.0,7.0,1,2,0,1.0,20706.0,2.0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2459,0,30.0,1,0,3.0,5.0,3.0,0,5,1,2.0,28658.0,1.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2460,0,33.0,1,1,3.0,4.0,2.0,1,2,1,1.0,21976.0,3.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2461,0,23.0,1,1,3.0,3.0,3.0,1,3,0,1.0,21613.0,3.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2462,0,54.0,3,0,5.0,3.0,4.0,0,3,1,1.0,34105.0,3.0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2463,0,39.0,1,1,4.0,3.0,7.0,1,4,0,2.0,22622.0,1.0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2464,0,25.0,1,0,3.0,3.0,2.0,0,3,1,3.0,22689.0,1.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2465,1,37.0,3,1,5.0,5.0,2.0,0,2,0,1.0,22085.0,2.0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2466,0,35.0,1,0,4.0,4.0,2.0,0,3,1,1.0,30672.0,2.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2467,0,22.0,1,1,4.0,3.0,3.0,0,3,1,2.0,19910.0,2.0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2468,1,35.0,1,1,4.0,5.0,4.0,0,2,1,2.0,21638.0,1.0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2469,0,54.0,1,0,4.0,3.0,2.0,0,5,0,2.0,37772.0,1.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2470,1,33.0,1,0,6.0,5.0,3.0,1,4,1,3.0,22597.0,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2471,0,43.0,3,1,4.0,4.0,2.0,0,3,0,2.0,25503.0,1.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2472,0,45.0,1,0,5.0,3.0,5.0,0,4,1,1.0,28926.0,2.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2473,0,47.0,3,0,4.0,5.0,2.0,0,2,0,2.0,37625.0,1.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2474,0,34.0,1,1,4.0,3.0,6.0,0,3,1,3.0,21174.0,1.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2475,0,45.0,1,1,4.0,3.0,4.0,1,3,1,2.0,25143.0,1.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2476,0,31.0,1,1,5.0,3.0,3.0,0,4,1,2.0,20884.0,1.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2477,1,40.0,3,1,4.0,3.0,5.0,0,2,0,2.0,20764.0,1.0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2478,1,25.0,1,1,4.0,3.0,4.0,1,3,1,3.0,20971.0,1.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2479,0,44.0,1,0,3.0,3.0,3.0,0,2,0,2.0,21323.0,2.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2480,1,51.0,3,1,5.0,3.0,3.0,1,4,0,1.0,21361.0,2.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2481,0,36.0,3,0,4.0,3.0,3.0,0,2,1,1.0,20692.0,3.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2483,0,34.0,3,0,3.0,5.0,4.0,0,3,1,1.0,24054.0,2.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2484,0,36.0,1,1,4.0,3.0,3.0,0,4,0,1.0,20629.0,3.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2485,0,28.0,1,0,4.0,5.0,3.0,0,3,0,2.0,21019.0,1.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2486,1,27.0,1,1,6.0,3.0,3.0,0,2,1,2.0,20971.0,1.0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2487,0,28.0,3,1,4.0,3.0,3.0,0,2,1,1.0,27404.0,2.0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2488,0,31.0,1,0,4.0,3.0,3.0,0,3,1,1.0,22689.0,2.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2489,1,42.0,1,0,4.0,3.0,3.0,0,4,1,1.0,38223.0,2.0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
2490,0,35.0,3,1,4.0,3.0,2.0,0,5,1,2.0,23246.0,2.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2491,0,38.0,1,1,4.0,4.0,6.0,0,4,1,2.0,21700.0,2.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2492,0,47.0,3,1,4.0,3.0,6.0,1,5,1,2.0,24450.0,2.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2493,0,36.0,1,1,3.0,3.0,3.0,0,5,1,2.0,20947.0,1.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2494,1,49.0,1,1,5.0,3.0,2.0,1,5,0,3.0,24059.0,1.0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2495,1,29.0,1,1,4.0,3.0,3.0,1,2,1,1.0,22119.0,2.0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2496,0,45.0,3,0,4.0,5.0,7.0,1,2,0,1.0,24132.0,3.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2497,0,36.0,1,1,5.0,5.0,4.0,1,5,1,2.0,28562.0,2.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2498,0,27.0,3,0,5.0,3.0,2.0,1,2,1,1.0,22835.0,2.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2499,0,34.0,1,0,4.0,3.0,3.0,1,2,1,1.0,32136.0,3.0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2500,0,36.0,3,1,4.0,5.0,3.0,0,4,1,1.0,27747.0,3.0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2501,0,36.0,1,0,4.0,5.0,5.0,1,4,1,1.0,22692.0,1.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2502,0,32.0,1,1,4.0,3.0,5.0,0,3,1,1.0,24593.0,2.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2503,0,38.0,1,1,5.0,3.0,3.0,0,5,1,2.0,24671.0,1.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2504,0,33.0,1,1,4.0,3.0,3.0,1,4,1,1.0,24840.0,2.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2505,0,39.0,1,0,4.0,3.0,3.0,0,3,1,1.0,21084.0,2.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2506,0,51.0,1,0,5.0,3.0,2.0,1,4,1,2.0,37418.0,1.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2507,0,60.0,3,0,4.0,5.0,2.0,0,3,1,1.0,26315.0,2.0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2508,0,37.0,1,0,4.0,3.0,3.0,0,4,1,2.0,28774.0,1.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2509,0,56.0,1,0,4.0,3.0,4.0,1,3,0,2.0,33434.0,1.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
2510,0,37.0,1,1,5.0,4.0,3.0,0,4,1,2.0,25177.0,2.0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2511,0,46.0,1,1,4.0,5.0,4.0,0,3,1,2.0,28402.0,1.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2512,0,36.0,1,1,4.0,5.0,6.0,0,2,0,2.0,20872.0,2.0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2513,1,37.0,1,1,5.0,3.0,2.0,1,2,0,2.0,22066.0,2.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2514,0,60.0,3,0,5.0,3.0,2.0,0,5,1,2.0,24151.0,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2515,0,30.0,1,1,4.0,4.0,2.0,0,4,0,1.0,21381.0,3.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2516,0,32.0,1,1,4.0,4.0,3.0,0,3,0,1.0,21179.0,2.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2517,0,33.0,1,1,4.0,4.0,3.0,0,3,0,1.0,24898.0,3.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2518,0,37.0,1,0,3.0,3.0,5.0,0,2,0,1.0,21716.0,2.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2519,0,32.0,1,0,4.0,3.0,3.0,0,5,0,2.0,23102.0,2.0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2520,0,36.0,3,1,5.0,5.0,2.0,0,2,0,2.0,22990.0,1.0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2521,0,46.0,1,1,4.0,5.0,6.0,1,3,0,1.0,31923.0,2.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2522,0,38.0,1,1,4.0,3.0,6.0,0,2,0,1.0,32342.0,1.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2523,0,47.0,2,1,4.0,4.0,2.0,1,5,0,2.0,23699.0,2.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2524,0,31.0,1,1,5.0,3.0,3.0,1,2,1,2.0,23804.0,1.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2525,0,36.0,1,1,5.0,3.0,3.0,0,4,1,1.0,21537.0,1.0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2526,0,56.0,3,1,4.0,3.0,5.0,0,2,0,2.0,28917.0,2.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2527,0,39.0,1,0,6.0,3.0,2.0,1,2,0,3.0,24007.0,1.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2528,0,35.0,1,1,4.0,4.0,3.0,0,5,0,1.0,23003.0,3.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2529,0,57.0,1,1,6.0,3.0,6.0,0,2,0,1.0,25938.0,2.0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2530,0,24.0,3,1,4.0,5.0,5.0,0,3,1,2.0,21000.0,2.0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2531,0,52.0,1,1,4.0,3.0,5.0,0,3,1,1.0,20753.0,3.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2532,0,31.0,1,1,5.0,3.0,3.0,0,4,1,1.0,22830.0,2.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2533,1,47.0,3,1,5.0,3.0,3.0,0,5,0,2.0,28297.0,2.0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2534,0,41.0,1,1,5.0,4.0,3.0,0,2,1,3.0,32181.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2535,0,52.0,3,1,4.0,3.0,2.0,1,5,1,2.0,24119.0,2.0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2536,0,31.0,3,0,5.0,4.0,3.0,1,3,1,2.0,23887.0,2.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2537,0,47.0,1,1,5.0,5.0,4.0,1,2,1,2.0,29351.0,1.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2538,0,33.0,3,1,4.0,3.0,3.0,0,5,1,1.0,23688.0,2.0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2539,0,55.0,1,0,4.0,3.0,2.0,0,4,1,1.0,32227.0,2.0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2540,0,25.0,3,0,4.0,3.0,2.0,0,4,1,1.0,23677.0,2.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2541,0,29.0,3,1,4.0,3.0,3.0,0,2,1,1.0,22899.0,2.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2542,0,59.0,3,1,4.0,3.0,2.0,0,3,1,2.0,32550.0,1.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
2543,0,45.0,1,1,4.0,4.0,6.0,0,3,1,1.0,20720.0,3.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2544,1,38.0,2,1,4.0,5.0,6.0,1,2,1,1.0,20751.0,3.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2545,0,33.0,1,1,4.0,5.0,3.0,0,2,0,3.0,21634.0,1.0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2546,1,21.0,1,0,5.0,3.0,3.0,1,2,1,2.0,21604.0,2.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2547,0,35.0,1,0,4.0,3.0,3.0,0,3,1,1.0,23487.0,2.0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2548,0,38.0,1,1,5.0,3.0,7.0,0,2,0,2.0,23841.0,2.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2549,0,60.0,2,0,5.0,3.0,2.0,0,2,1,2.0,37522.0,1.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
2550,0,51.0,1,0,4.0,4.0,2.0,1,2,0,3.0,36850.0,1.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
2551,1,26.0,3,1,5.0,3.0,3.0,1,3,1,1.0,24422.0,2.0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2552,0,26.0,1,1,5.0,3.0,3.0,0,2,1,3.0,21567.0,1.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2553,0,23.0,1,0,4.0,3.0,3.0,0,2,1,2.0,21549.0,1.0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2554,0,52.0,1,0,5.0,5.0,5.0,0,2,1,1.0,26162.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2555,1,35.0,1,1,6.0,3.0,3.0,1,5,1,2.0,24752.0,2.0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2556,0,55.0,2,0,3.0,3.0,2.0,1,3,1,1.0,36006.0,1.0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
2557,0,25.0,1,1,4.0,3.0,2.0,0,4,1,1.0,21452.0,2.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2558,0,35.0,1,0,5.0,4.0,8.0,0,3,0,2.0,23183.0,1.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2559,0,38.0,3,1,4.0,3.0,4.0,0,3,0,1.0,26106.0,2.0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2560,0,35.0,1,0,5.0,5.0,4.0,0,2,0,1.0,30309.0,2.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2561,0,37.0,3,0,4.0,3.0,2.0,0,5,0,1.0,28416.0,3.0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2562,0,37.0,1,0,4.0,3.0,7.0,0,2,1,1.0,21513.0,2.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2563,0,44.0,3,1,4.0,3.0,2.0,1,2,0,1.0,35637.0,3.0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2564,0,31.0,1,1,6.0,3.0,3.0,0,3,1,3.0,21291.0,1.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2565,0,34.0,3,1,4.0,4.0,2.0,0,2,0,2.0,24824.0,2.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2566,1,57.0,1,0,4.0,4.0,2.0,1,5,1,2.0,23641.0,2.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
